Sampling_code,Date_Time_Enumerated,Sample_Name,Test,Dilution,Plating_Replicate,Count,Photo_on_labserver_date?,Comments
0322_B,"2022_03_25, 5:50PM",H_2,PC,10^-2,2,168,"Y, 2022_04_18, 3:22PM",
0322_B,"2022_03_25, 5:50PM",H_3,PC,10^-3,1,50,"Y, 2022_04_18, 3:22PM",
0322_B,"2022_03_25, 5:50PM",H_3,PC,10^-3,2,60,"Y, 2022_04_18, 3:22PM",
0322_B,"2022_03_18, 6:00PM",H_NC,APC,NA,NA,0,"Y, 2022_03_23, 10:15AM",Incubated for ~16 hours extra. Plates were taken out of the incubator and kept in the cold room at 9:00AM on 2022_03_18. The plates were enumerated later in the day 
0322_B,"2022_03_18, 6:00PM",H_NC,GN,NA,NA,0,"Y, 2022_03_23, 10:15AM",Incubated for ~16 hours extra. Plates were taken out of the incubator and kept in the cold room at 9:00AM on 2022_03_18. The plates were enumerated later in the day 
0322_B,"2022_03_25, 5:50PM",H_NC,PC,NA,NA,0,"Y, 2022_04_18, 3:22PM",
0322_B,"2022_03_26, 2:40PM",DI_1,APC,10^-3,1,60,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_1,APC,10^-3,2,49,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_2,APC,10^-3,1,90,"Y, 2022_04_04, 11:00AM",Gel liquified. Count estimated based on two countable squares: (6 + 3)/2 * 20 = 90
0322_B,"2022_03_26, 2:40PM",DI_2,APC,10^-3,2,93.3,"Y, 2022_04_04, 11:00AM",Gel liquified. Count estimated based on three countable squares: (6 + 4 + 4)/3 *20 = 93.3
0322_B,"2022_03_26, 2:40PM",DI_3,APC,10^-3,1,231,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_3,APC,10^-3,2,231,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_1,GN,10^-3,1,28,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_1,GN,10^-3,2,22,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_2,GN,10^-3,1,19,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_2,GN,10^-3,2,20,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_3,GN,10^-3,1,86,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_3,GN,10^-3,2,84,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_04_04, 4:25PM",DI_1,PC,10^-4,1,28,"Y, 2022_04_04, 11:33AM",
0322_B,"2022_04_04, 4:25PM",DI_1,PC,10^-4,2,34,"Y, 2022_04_04, 11:33AM",
0322_B,"2022_04_04, 4:25PM",DI_2,PC,10^-3,1,92,"Y, 2022_04_04, 11:33AM",
0322_B,"2022_04_04, 4:25PM",DI_2,PC,10^-3,2,81,"Y, 2022_04_04, 11:33AM",
0322_B,"2022_04_04, 4:25PM",DI_3,PC,10^-4,1,24,"Y, 2022_04_04, 11:33AM",
0322_B,"2022_04_04, 4:25PM",DI_3,PC,10^-4,2,14,"Y, 2022_04_04, 11:33AM",
0322_B,"2022_03_26, 2:40PM",DI_NC,APC,NA,NA,0,"Y, 2022_04_04, 11:00AM",
0322_B,"2022_03_26, 2:40PM",DI_NC,GN,NA,NA,1,"Y, 2022_04_04, 11:00AM","One colony present, confirmed by substreaking on BHI. Unlikely to be systemic contamination, since no CFUs appeared on the NC for the APC test (see row above)"
0322_B,"2022_04_04, 4:25PM",DI_NC,PC,NA,NA,0,"Y, 2022_04_04, 11:33AM",
0322_B,"2022_04_01, 9:40AM",D7_1,APC,10^-4,1,113,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_1,APC,10^-4,2,120,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_2,APC,10^-4,1,111,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_2,APC,10^-4,2,87,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_3,APC,10^-6,1,14,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_3,APC,10^-6,2,24,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_1,GN,10^-4,1,120,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_1,GN,10^-4,2,107,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_2,GN,10^-4,1,83,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_2,GN,10^-4,2,98,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_3,GN,10^-5,1,87,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_3,GN,10^-5,2,96,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_8, 4:15PM",D7_1,PC,10^-5,1,54,"Y, 2022_04_12, 12:40PM ",
0322_B,"2022_04_8, 4:15PM",D7_1,PC,10^-5,2,58,"Y, 2022_04_12, 12:40PM ",
0322_B,"2022_04_8, 4:15PM",D7_2,PC,10^-5,1,48,"Y, 2022_04_12, 12:40PM ",
0322_B,"2022_04_8, 4:15PM",D7_2,PC,10^-5,2,58,"Y, 2022_04_12, 12:40PM ",
0322_B,"2022_04_8, 4:15PM",D7_3,PC,10^-6,1,63,"Y, 2022_04_12, 12:40PM ",
0322_B,"2022_04_8, 4:15PM",D7_3,PC,10^-6,2,64,"Y, 2022_04_12, 12:40PM ",
0322_B,"2022_04_01, 9:40AM",D7_NC,APC,NA,NA,0,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_01, 9:40AM",D7_NC,GN,NA,NA,0,"Y, 2022_04_04, 11:20AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_01, instead of 2022_03_31"
0322_B,"2022_04_8, 4:15PM",D7_NC,PC,NA,NA,,"Y, 2022_04_12 ",
0322_B,"2022_04_06, 9:00AM",D12_1,APC,10^-5,1,75,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_1,APC,10^-5,2,87,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_2,APC,10^-5,1,63,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_2,APC,10^-5,2,63,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_3,APC,10^-5,1,40,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_3,APC,10^-5,2,31,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_1,GN,10^-5,1,96,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_1,GN,10^-5,2,101,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_2,GN,10^-5,1,67,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_2,GN,10^-5,2,62,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_3,GN,10^-5,1,28,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_3,GN,10^-5,2,21,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_13, 3:20PM",D12_1,PC,10^-6,1,57,"Y, 2022_04_13, 3:58PM",
0322_B,"2022_04_13, 3:20PM",D12_1,PC,10^-6,2,58,"Y, 2022_04_13, 3:58PM",
0322_B,"2022_04_13, 3:20PM",D12_2,PC,10^-6,1,44,"Y, 2022_04_13, 3:58PM",
0322_B,"2022_04_13, 3:20PM",D12_2,PC,10^-6,2,33,"Y, 2022_04_13, 3:58PM",
0322_B,"2022_04_13, 3:20PM",D12_3,PC,10^-5,1,102,"Y, 2022_04_13, 3:58PM",
0322_B,"2022_04_13, 3:20PM",D12_3,PC,10^-5,2,118,"Y, 2022_04_13, 3:58PM",
0322_B,"2022_04_06, 9:00AM",D12_NC,APC,NA,NA,0,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_06, 9:00AM",D12_NC,GN,NA,NA,0,"Y, 2022_04_06, 9:24AM","Incubated for ~18 hours extra. Removed from incubator and enumerated on 2022_04_06, instead of 2022_04_05"
0322_B,"2022_04_13, 3:20PM",D12_NC,PC,NA,NA,0,"Y, 2022_04_13, 3:58PM",
0322_B,"2022_04_10, 1:15PM",D17_1,APC,10^-5,1,40,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_1,APC,10^-5,2,32,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_2,APC,10^-5,1,27,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_2,APC,10^-5,2,30,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_3,APC,10^-6,1,35,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_3,APC,10^-6,2,33,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_1,GN,10^-5,1,28,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_1,GN,10^-5,2,33,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_2,GN,10^-5,1,16,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_2,GN,10^-5,2,21,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_3,GN,10^-6,1,13,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_3,GN,10^-6,2,20,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_18, 2:15PM",D17_1,PC,10^-6,1,27,"Y, 2022_04_18, 3:16PM",
0322_B,"2022_04_18, 2:15PM",D17_1,PC,10^-6,2,19,"Y, 2022_04_18, 3:16PM",
0322_B,"2022_04_18, 2:15PM",D17_2,PC,10^-5,1,104,"Y, 2022_04_18, 3:16PM",
0322_B,"2022_04_18, 2:15PM",D17_2,PC,10^-5,2,112,"Y, 2022_04_18, 3:16PM",
0322_B,"2022_04_18, 2:15PM",D17_3,PC,10^-6,1,104,"Y, 2022_04_18, 3:16PM",
0322_B,"2022_04_18, 2:15PM",D17_3,PC,10^-6,2,141,"Y, 2022_04_18, 3:16PM",
0322_B,"2022_04_10, 1:15PM",D17_NC,APC,NA,NA,0,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_10, 1:15PM",D17_NC,GN,NA,NA,0,"Y, 2022_04_12, 3:35PM",
0322_B,"2022_04_18, 2:15PM",D17_NC,PC,NA,NA,0,"Y, 2022_04_18, 3:16PM",
0322_B,"2022_04_15, 4:15PM",D22_1,APC,10^-6,1,6,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_1,APC,10^-6,2,9,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_2,APC,10^-6,1,6,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_2,APC,10^-6,2,2,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_3,APC,10^-6,1,3,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_3,APC,10^-6,2,4,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_1,GN,10^-6,1,3,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_1,GN,10^-6,2,6,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_2,GN,10^-6,1,4,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_2,GN,10^-6,2,4,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_3,GN,10^-6,1,3,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_3,GN,10^-6,2,4,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_23, 2:10PM",D22_1,PC,10^-6,1,16,"Y, 2022_04_23, 3:52PM",
0322_B,"2022_04_23, 2:10PM",D22_1,PC,10^-6,2,15,"Y, 2022_04_23, 3:52PM",
0322_B,"2022_04_23, 2:10PM",D22_2,PC,10^-6,1,55,"Y, 2022_04_23, 3:52PM",
0322_B,"2022_04_23, 2:10PM",D22_2,PC,10^-6,2,42,"Y, 2022_04_23, 3:52PM",
0322_B,"2022_04_23, 2:10PM",D22_3,PC,10^-6,1,24,"Y, 2022_04_23, 3:52PM",
0322_B,"2022_04_23, 2:10PM",D22_3,PC,10^-6,2,22,"Y, 2022_04_23, 3:52PM",
0322_B,"2022_04_15, 4:15PM",D22_NC,APC,NA,NA,0,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_15, 4:15PM",D22_NC,GN,NA,NA,0,"Y, 2022_04_18, 3:55PM",
0322_B,"2022_04_23, 2:10PM",D22_NC,PC,NA,NA,0,"Y, 2022_04_23, 3:52PM",
0422_A,"2022_04_8, 4:15PM",H_1,APC,10^-4,1,268,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_1,APC,10^-4,2,248,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_2,APC,10^-4,1,152,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_2,APC,10^-4,2,146,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_3,APC,10^-4,1,451,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_3,APC,10^-4,2,475,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_1,GN,10^-4,1,149,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_1,GN,10^-4,2,137,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_2,GN,10^-4,1,97,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_2,GN,10^-4,2,87,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_3,GN,10^-4,1,347,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_3,GN,10^-4,2,343,"Y, 2022_04_12, 12:43PM",TNTC. Count estimated: ((17+19+21)/3)*20
0422_A,"2022_04_16, 1:00PM",H_1,PC,10^-4,1,380,"Y, 2022_04_18, 3:10PM",TNTC. Count estimated: ((16+20+15)/3)*20
0422_A,"2022_04_16, 1:00PM",H_1,PC,10^-4,2,340,"Y, 2022_04_18, 3:10PM",
0422_A,"2022_04_16, 1:00PM",H_2,PC,10^-4,1,144,"Y, 2022_04_18, 3:10PM",
0422_A,"2022_04_16, 1:00PM",H_2,PC,10^-4,2,147,"Y, 2022_04_18, 3:10PM",TNTC. Count estimated: ((21+25+17)/3)*20
0422_A,"2022_04_16, 1:00PM",H_3,PC,10^-4,1,420,"Y, 2022_04_18, 3:10PM",TNTC. Count estimated: ((22+17+20)/3)*20
0422_A,"2022_04_16, 1:00PM",H_3,PC,10^-4,2,393.33,"Y, 2022_04_18, 3:10PM",
0422_A,"2022_04_8, 4:15PM",H_NC,APC,NA,NA,0,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_8, 4:15PM",H_NC,GN,NA,NA,0,"Y, 2022_04_12, 12:43PM",
0422_A,"2022_04_16, 1:00PM",H_NC,PC,NA,NA,0,"Y, 2022_04_18, 3:10PM",
0422_A,"2022_04_28, 1:20PM",DI_1,APC,10^-5,1,393,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_1,APC,10^-5,2,313,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_2,APC,10^-5,1,258,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_2,APC,10^-5,2,247,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_3,APC,10^-5,1,413,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_3,APC,10^-5,2,407,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_1,GN,10^-5,1,168,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_1,GN,10^-5,2,131,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_2,GN,10^-5,1,101,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_2,GN,10^-5,2,108,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_3,GN,10^-5,1,201,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_3,GN,10^-5,2,204,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_05_06, 3:50PM",DI_1,PC,10^-5,1,600,"Y, 2022_05_06, 4:08PM",TNTC. Count approximated: 20*(30 + 30 + 30)/3
0422_A,"2022_05_06, 3:50PM",DI_1,PC,10^-5,2,706,"Y, 2022_05_06, 4:08PM",TNTC. Count approximated: 20*(26 + 35 + 45)/3
0422_A,"2022_05_06, 3:50PM",DI_2,PC,10^-5,1,313,"Y, 2022_05_06, 4:08PM",TNTC. Count approximated: 20*(15 + 17 + 15)/3
0422_A,"2022_05_06, 3:50PM",DI_2,PC,10^-5,2,360,"Y, 2022_05_06, 4:08PM",TNTC. Count approximated: 20*(16 + 12 + 26)/3
0422_A,"2022_05_06, 3:50PM",DI_3,PC,10^-5,1,633,"Y, 2022_05_06, 4:08PM",TNTC. Count approximated: 20*(28 + 31 + 36)/3
0422_A,"2022_05_06, 3:50PM",DI_3,PC,10^-5,2,726,"Y, 2022_05_06, 4:08PM",TNTC. Count approximated: 20*(37 + 36 + 36)/3
0422_A,"2022_04_28, 1:20PM",DI_NC,APC,NA,NA,0,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_04_28, 1:20PM",DI_NC,GN,NA,NA,0,"Y, 2022_04_28, 4:39PM",
0422_A,"2022_05_06, 3:50PM",DI_NC,PC,NA,NA,0,"Y, 2022_05_06, 4:08PM",
0422_A,"2022_05_02, 3:35PM",D7_1,APC,10^-7,1,45,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_1,APC,10^-7,2,39,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_2,APC,10^-7,1,111,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_2,APC,10^-7,2,97,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_3,APC,10^-7,1,55,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_3,APC,10^-7,2,46,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_1,GN,10^-7,1,20,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_1,GN,10^-7,2,19,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_2,GN,10^-7,1,46,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_2,GN,10^-7,2,54,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_3,GN,10^-7,1,20,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_3,GN,10^-7,2,19,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_10, 3:40PM",D7_1,PC,10^-7,1,48,"Y, 2022_05_13, 9:11AM",
0422_A,"2022_05_10, 3:40PM",D7_1,PC,10^-7,2,53,"Y, 2022_05_13, 9:11AM",
0422_A,"2022_05_10, 3:40PM",D7_2,PC,10^-7,1,106,"Y, 2022_05_13, 9:11AM",
0422_A,"2022_05_10, 3:40PM",D7_2,PC,10^-7,2,105,"Y, 2022_05_13, 9:11AM",
0422_A,"2022_05_10, 3:40PM",D7_3,PC,10^-7,1,202,"Y, 2022_05_13, 9:11AM",
0422_A,"2022_05_10, 3:40PM",D7_3,PC,10^-7,2,201,"Y, 2022_05_13, 9:11AM",
0422_A,"2022_05_02, 3:35PM",D7_NC,APC,NA,NA,0,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_02, 3:35PM",D7_NC,GN,NA,NA,0,"Y, 2022_05_06, 10:31AM",
0422_A,"2022_05_10, 3:40PM",D7_NC,PC,NA,NA,0,"Y, 2022_05_13, 9:11AM",
0422_A,"2022_05_09, 3:30PM",D12_1,APC,10^-7,1,153,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_1,APC,10^-7,2,141,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_2,APC,10^-7,1,204,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_2,APC,10^-7,2,226,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_3,APC,10^-7,1,183,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_3,APC,10^-7,2,202,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_1,GN,10^-7,1,44,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_1,GN,10^-7,2,44,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_2,GN,10^-7,1,74,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_2,GN,10^-7,2,77,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_3,GN,10^-7,1,81,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_3,GN,10^-7,2,68,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_17, 2:15PM",D12_1,PC,10^-7,1,387,"Y, 2022_05_23, 10:02AM",TNTC. Estimated count: 20*(19 + 27 + 12)/3
0422_A,"2022_05_17, 2:15PM",D12_1,PC,10^-7,2,427,"Y, 2022_05_23, 10:02AM",TNTC. Estimated count: 20*(18 + 22 + 24)/3
0422_A,"2022_05_17, 2:15PM",D12_2,PC,10^-7,1,420,"Y, 2022_05_23, 10:02AM",TNTC. Estimated count: 20*(16 + 23 + 17)/3
0422_A,"2022_05_17, 2:15PM",D12_2,PC,10^-7,2,373,"Y, 2022_05_23, 10:02AM",TNTC. Estimated count: 20*(20 + 19 + 24)/3
0422_A,"2022_05_17, 2:15PM",D12_3,PC,10^-7,1,473,"Y, 2022_05_23, 10:02AM",TNTC. Estimated count: 20*(20 + 28 + 23)/3
0422_A,"2022_05_17, 2:15PM",D12_3,PC,10^-7,2,380,"Y, 2022_05_23, 10:02AM",TNTC. Estimated count: 20*(14 + 17 + 26)/3
0422_A,"2022_05_09, 3:30PM",D12_NC,APC,NA,NA,0,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_09, 3:30PM",D12_NC,GN,NA,NA,0,"Y, 2022_05_10, 9:48AM",
0422_A,"2022_05_17, 2:15PM",D12_NC,PC,NA,NA,0,"Y, 2022_05_23, 10:02AM",
0422_A,"2022_05_16, 2:40PM",D17_1,APC,10^-7,1,180,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_1,APC,10^-7,2,173,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_2,APC,10^-7,1,297,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_2,APC,10^-7,2,245,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_3,APC,10^-7,1,273,"Y, 2022_05_23, 11:01AM",TNTC. Estimated count: 20*(16 + 12 + 13)/3
0422_A,"2022_05_16, 2:40PM",D17_3,APC,10^-7,2,306,"Y, 2022_05_23, 11:01AM",TNTC. Estimated count: 20*(13 + 18 + 15)/3
0422_A,"2022_05_16, 2:40PM",D17_1,GN,10^-7,1,54,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_1,GN,10^-7,2,59,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_2,GN,10^-7,1,80,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_2,GN,10^-7,2,91,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_3,GN,10^-7,1,85,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_16, 2:40PM",D17_3,GN,10^-7,2,84,"Y, 2022_05_23, 11:01AM",
0422_A,"2022_05_24, 2:26PM",D17_1,PC,10^-7,1,307,"Y, 2022_05_24, 2:59PM",TNTC. Estimated count: 20*(15 + 15 + 16)/3
